"ZIP CODE","BOROUGH","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","count"
"11236","BROOKLYN","ROCKAWAY PARKWAY                ",NULL,"SCHENCK STREET",1
"11236","BROOKLYN","SAINT JUDE PLACE",NULL,"SEAVIEW AVENUE",1
"11236","BROOKLYN","SCHENCK STREET                  ",NULL,"ROCKAWAY PARKWAY",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"CANARSIE ROAD",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 103 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 104 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 105 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 85 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 86 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 87 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 88 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 89 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 92 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 98 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"EAST 99 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE",NULL,"SAINT JUDE PLACE",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 100 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 102 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 103 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 87 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 89 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 91 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"EAST 93 STREET",1
"11236","BROOKLYN","SEAVIEW AVENUE                  ",NULL,"ROCKAWAY PARKWAY",1
"11236","BROOKLYN","SKIDMORE AVENUE",NULL,"ROCKAWAY PARKWAY",1
"11236","BROOKLYN","SKIDMORE AVENUE                 ",NULL,"ROCKAWAY PARKWAY",1
"11237","BROOKLYN","BLEECKER STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","BLEECKER STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","COOPER STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","COOPER STREET                   ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","CORNELIA STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","CORNELIA STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","CORNELIA STREET                 ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","COVERT STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","CYPRESS AVENUE",NULL,"BLEECKER STREET",1
"11237","BROOKLYN","CYPRESS AVENUE",NULL,"STARR STREET",1
"11237","BROOKLYN","CYPRESS AVENUE                  ",NULL,"TROUTMAN STREET",1
"11237","BROOKLYN","DE KALB AVENUE",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","DE KALB AVENUE                  ",NULL,"CYPRESS AVENUE",1
"11237","BROOKLYN","DE KALB AVENUE                  ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","DE KALB AVENUE                  ",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","DECATUR STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","DECATUR STREET                  ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE",NULL,"CYPRESS AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE",NULL,"INGRAHAM STREET",1
"11237","BROOKLYN","FLUSHING AVENUE",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE                 ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE                 ",NULL,"SCOTT AVENUE",1
"11237","BROOKLYN","FLUSHING AVENUE                 ",NULL,"WILSON AVENUE",1
"11237","BROOKLYN","GARDNER AVENUE",NULL,"MESEROLE STREET",1
"11237","BROOKLYN","GARDNER AVENUE                  ",NULL,"INGRAHAM STREET",1
"11237","BROOKLYN","GARDNER AVENUE                  ",NULL,"RANDOLPH STREET",1
"11237","BROOKLYN","GATES AVENUE",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","GATES AVENUE",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","GATES AVENUE",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","GATES AVENUE                    ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","GATES AVENUE                    ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","GEORGE STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","GRATTAN STREET",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","GREENE AVENUE",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","GREENE AVENUE",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","GREENE AVENUE",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","GREENE AVENUE                   ",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","GREENE AVENUE                   ",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","GROVE STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","GROVE STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","GROVE STREET                    ",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","HALSEY STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","HALSEY STREET                   ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","HALSEY STREET                   ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","HARMAN STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","HARMAN STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","HARMAN STREET",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","HARMAN STREET                   ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","HARRISON PLACE",NULL,"FLUSHING AVENUE",1
"11237","BROOKLYN","HARRISON PLACE",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","HART STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","HIMROD STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","HIMROD STREET",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","INGRAHAM STREET",NULL,"GARDNER AVENUE",1
"11237","BROOKLYN","INGRAHAM STREET",NULL,"PORTER AVENUE",1
"11237","BROOKLYN","INGRAHAM STREET",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"CORNELIA STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"COVERT STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"DECATUR STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"HANCOCK STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"PUTNAM AVENUE",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"SCHAEFER STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"STANHOPE STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"STOCKHOLM STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"SUYDAM STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"TROUTMAN STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"WEIRFIELD STREET",1
"11237","BROOKLYN","IRVING AVENUE",NULL,"WOODBINE STREET",1
"11237","BROOKLYN","IRVING AVENUE                   ",NULL,"SCHAEFER STREET",1
"11237","BROOKLYN","JEFFERSON AVENUE",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","JEFFERSON AVENUE                ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","JEFFERSON STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","JEFFERSON STREET",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","JEFFERSON STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","JOHNSON AVENUE",NULL,"PORTER AVENUE",1
"11237","BROOKLYN","JOHNSON AVENUE",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"COOPER STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"FLUSHING AVENUE",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"GATES AVENUE",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"JEFFERSON STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"STARR STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE",NULL,"TROUTMAN STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"COOPER STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"HARRISON PLACE",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"INGRAHAM STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"MELROSE STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"THAMES STREET",1
"11237","BROOKLYN","KNICKERBOCKER AVENUE            ",NULL,"TROUTMAN STREET",1
"11237","BROOKLYN","LINDEN STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","LINDEN STREET",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","LINDEN STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","LINDEN STREET                   ",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","MEADOW STREET",NULL,"GARDNER AVENUE",1
"11237","BROOKLYN","MEADOW STREET                   ",NULL,"GARDNER AVENUE",1
"11237","BROOKLYN","MENAHAN STREET",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","MENAHAN STREET",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","MENAHAN STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","MENAHAN STREET                  ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","MESEROLE STREET",NULL,"MORGAN AVENUE",1
"11237","BROOKLYN","MESEROLE STREET",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","METROPOLITAN AVENUE             ",NULL,"STEWART AVENUE",1
"11237","BROOKLYN","MORGAN AVENUE",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","MORGAN AVENUE",NULL,"MAUJER STREET",1
"11237","BROOKLYN","MORGAN AVENUE",NULL,"SCHOLES STREET",1
"11237","BROOKLYN","MORGAN AVENUE",NULL,"TEN EYCK STREET",1
"11237","BROOKLYN","MORGAN AVENUE",NULL,"THAMES STREET",1
"11237","BROOKLYN","MORGAN AVENUE                   ",NULL,"MESEROLE STREET",1
"11237","BROOKLYN","MYRTLE AVENUE",NULL,"GATES AVENUE",1
"11237","BROOKLYN","MYRTLE AVENUE",NULL,"HARMAN STREET",1
"11237","BROOKLYN","MYRTLE AVENUE",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","MYRTLE AVENUE                   ",NULL,"KNICKERBOCKER AVENUE",1
"11237","BROOKLYN","MYRTLE AVENUE                   ",NULL,"LINDEN STREET",1
"11237","BROOKLYN","NOLL STREET",NULL,"FLUSHING AVENUE",1
"11237","BROOKLYN","PORTER AVENUE",NULL,"GRATTAN STREET",1
"11237","BROOKLYN","PORTER AVENUE",NULL,"HARRISON PLACE",1
"11237","BROOKLYN","PORTER AVENUE",NULL,"INGRAHAM STREET",1
"11237","BROOKLYN","PORTER AVENUE",NULL,"THAMES STREET",1
"11237","BROOKLYN","PORTER AVENUE                   ",NULL,"GRATTAN STREET",1
"11237","BROOKLYN","PORTER AVENUE                   ",NULL,"HARRISON PLACE",1
"11237","BROOKLYN","PORTER AVENUE                   ",NULL,"JOHNSON AVENUE",1
"11237","BROOKLYN","PORTER AVENUE                   ",NULL,"THAMES STREET",1
"11237","BROOKLYN","PUTNAM AVENUE",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","PUTNAM AVENUE",NULL,"RIDGEWOOD PLACE",1
"11237","BROOKLYN","PUTNAM AVENUE                   ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","RIDGEWOOD PLACE",NULL,"PALMETTO STREET",1
"11237","BROOKLYN","RIDGEWOOD PLACE",NULL,"WOODBINE STREET",1
"11237","BROOKLYN","RIDGEWOOD PLACE                 ",NULL,"WOODBINE STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"HARMAN STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"MENAHAN STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"STARR STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"STOCKHOLM STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"SUYDAM STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE",NULL,"WILLOUGHBY AVENUE",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE           ",NULL,"BLEECKER STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE           ",NULL,"DE KALB AVENUE",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE           ",NULL,"GROVE STREET",1
"11237","BROOKLYN","SAINT NICHOLAS AVENUE           ",NULL,"TROUTMAN STREET",1
"11237","BROOKLYN","SCHAEFER STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","SCHOLES STREET",NULL,"MORGAN AVENUE",1
"11237","BROOKLYN","SCHOLES STREET",NULL,"ONDERDONK AVENUE",1
"11237","BROOKLYN","SCHOLES STREET",NULL,"SCOTT AVENUE",1
"11237","BROOKLYN","SCHOLES STREET",NULL,"VARICK AVENUE",1
"11237","BROOKLYN","SCHOLES STREET                  ",NULL,"STEWART AVENUE",1
"11237","BROOKLYN","SCOTT AVENUE",NULL,"FLUSHING AVENUE",1
"11237","BROOKLYN","St Nicholas avenue",NULL,"Dekalb avenue",1
"11237","BROOKLYN","STAGG STREET",NULL,"STEWART AVENUE",1
"11237","BROOKLYN","STANHOPE STREET",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","STANHOPE STREET                 ",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","STANHOPE STREET                 ",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","STARR STREET                    ",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","STEWART AVENUE",NULL,"MEADOW STREET",1
"11237","BROOKLYN","STEWART AVENUE                  ",NULL,"STAGG STREET",1
"11237","BROOKLYN","STOCKHOLM STREET",NULL,"CYPRESS AVENUE",1
"11237","BROOKLYN","STOCKHOLM STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","SUYDAM STREET",NULL,"CYPRESS AVENUE",1
"11237","BROOKLYN","SUYDAM STREET                   ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","TEN EYCK STREET",NULL,"MORGAN AVENUE",1
"11237","BROOKLYN","THAMES STREET",NULL,"FLUSHING AVENUE",1
"11237","BROOKLYN","THAMES STREET                   ",NULL,"PORTER AVENUE",1
"11237","BROOKLYN","TROUTMAN STREET",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","TROUTMAN STREET",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","TROUTMAN STREET                 ",NULL,"SAINT NICHOLAS AVENUE",1
"11237","BROOKLYN","VARICK AVENUE",NULL,"MESEROLE STREET",1
"11237","BROOKLYN","VARICK AVENUE",NULL,"RANDOLPH STREET",1
"11237","BROOKLYN","VARICK AVENUE                   ",NULL,"GRATTAN STREET",1
"11237","BROOKLYN","WILLOUGHBY AVENUE",NULL,"WYCKOFF AVENUE",1
"11237","BROOKLYN","WILLOUGHBY AVENUE               ",NULL,"IRVING AVENUE",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"HALSEY STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"HANCOCK STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"HIMROD STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"LINDEN STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"MYRTLE AVENUE",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"PALMETTO STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE",NULL,"STOCKHOLM STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE                  ",NULL,"HART STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE                  ",NULL,"PUTNAM AVENUE",1
"11237","BROOKLYN","WYCKOFF AVENUE                  ",NULL,"STANHOPE STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE                  ",NULL,"SUYDAM STREET",1
"11237","BROOKLYN","WYCKOFF AVENUE                  ",NULL,"WEIRFIELD STREET",1
"11237","QUEENS","CYPRESS AVENUE",NULL,"GREENE AVENUE",1
"11237","QUEENS","CYPRESS AVENUE",NULL,"HARMAN STREET",1
"11237","QUEENS","CYPRESS AVENUE",NULL,"HIMROD STREET",1
"11237","QUEENS","CYPRESS AVENUE",NULL,"SUYDAM STREET",1
"11237","QUEENS","GATES AVENUE",NULL,"WYCKOFF AVENUE",1
"11237","QUEENS","IRVING AVENUE",NULL,"COVERT STREET",1
"11237","QUEENS","IRVING AVENUE",NULL,"DECATUR STREET",1
"11237","QUEENS","STARR STREET",NULL,"CYPRESS AVENUE",1
"11238","BROOKLYN","ATLANTIC AVENUE",NULL,"SAINT JAMES PLACE",1
"11238","BROOKLYN","ATLANTIC AVENUE",NULL,"WAVERLY AVENUE",1
"11238","BROOKLYN","ATLANTIC AVENUE                 ",NULL,"WAVERLY AVENUE",1
"11238","BROOKLYN","BERGEN STREET",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","BERGEN STREET",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","BERGEN STREET",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","BERGEN STREET                   ",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","CAMBRIDGE PLACE",NULL,"FULTON STREET",1
"11238","BROOKLYN","CAMBRIDGE PLACE                 ",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","CARLTON AVENUE",NULL,"DEAN STREET",1
"11238","BROOKLYN","CARLTON AVENUE",NULL,"FLATBUSH AVENUE",1
"11238","BROOKLYN","CARLTON AVENUE",NULL,"PACIFIC STREET",1
"11238","BROOKLYN","CARLTON AVENUE",NULL,"PARK PLACE",1
"11238","BROOKLYN","CLASSON AVENUE",NULL,"ATLANTIC AVENUE",1
"11238","BROOKLYN","CLASSON AVENUE",NULL,"LINCOLN PLACE",1
"11238","BROOKLYN","CLASSON AVENUE",NULL,"PARK PLACE",1
"11238","BROOKLYN","CLASSON AVENUE",NULL,"PUTNAM AVENUE",1
"11238","BROOKLYN","CLASSON AVENUE",NULL,"SAINT MARKS AVENUE",1
"11238","BROOKLYN","CLASSON AVENUE                  ",NULL,"EASTERN PARKWAY",1
"11238","BROOKLYN","CLASSON AVENUE                  ",NULL,"GATES AVENUE",1
"11238","BROOKLYN","CLASSON AVENUE                  ",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","CLASSON AVENUE                  ",NULL,"SAINT JOHNS PLACE",1
"11238","BROOKLYN","CLIFTON PLACE",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","CLIFTON PLACE                   ",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","CLINTON AVENUE",NULL,"FULTON STREET",1
"11238","BROOKLYN","CLINTON AVENUE",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","CLINTON AVENUE",NULL,"LAFAYETTE AVENUE",1
"11238","BROOKLYN","DEAN STREET",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","EASTERN PARKWAY                 ",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","FRANKLIN AVENUE",NULL,"LINCOLN PLACE",1
"11238","BROOKLYN","FRANKLIN AVENUE",NULL,"MONROE STREET",1
"11238","BROOKLYN","FRANKLIN AVENUE                 ",NULL,"JEFFERSON AVENUE",1
"11238","BROOKLYN","FRANKLIN AVENUE                 ",NULL,"PUTNAM AVENUE",1
"11238","BROOKLYN","FRANKLIN AVENUE                 ",NULL,"SAINT JOHNS PLACE",1
"11238","BROOKLYN","FULTON STREET",NULL,"CAMBRIDGE PLACE",1
"11238","BROOKLYN","FULTON STREET",NULL,"CARLTON AVENUE",1
"11238","BROOKLYN","FULTON STREET",NULL,"CLAVER PLACE",1
"11238","BROOKLYN","FULTON STREET",NULL,"CLERMONT AVENUE",1
"11238","BROOKLYN","FULTON STREET",NULL,"CUMBERLAND STREET",1
"11238","BROOKLYN","FULTON STREET",NULL,"FRANKLIN AVENUE",1
"11238","BROOKLYN","FULTON STREET",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","FULTON STREET",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"CUMBERLAND STREET",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"FRANKLIN AVENUE",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"IRVING PLACE",1
"11238","BROOKLYN","FULTON STREET                   ",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","GATES AVENUE",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","GATES AVENUE",NULL,"SAINT JAMES PLACE",1
"11238","BROOKLYN","GATES AVENUE",NULL,"WAVERLY AVENUE",1
"11238","BROOKLYN","GATES AVENUE                    ",NULL,"IRVING PLACE",1
"11238","BROOKLYN","GATES AVENUE                    ",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","GRAND AVENUE",NULL,"CLIFTON PLACE",1
"11238","BROOKLYN","GRAND AVENUE",NULL,"LAFAYETTE AVENUE",1
"11238","BROOKLYN","GRAND AVENUE",NULL,"LEFFERTS PLACE",1
"11238","BROOKLYN","GRAND AVENUE",NULL,"LEXINGTON AVENUE",1
"11238","BROOKLYN","GREENE AVENUE",NULL,"ADELPHI STREET",1
"11238","BROOKLYN","GREENE AVENUE",NULL,"CLERMONT AVENUE",1
"11238","BROOKLYN","GREENE AVENUE",NULL,"CUMBERLAND STREET",1
"11238","BROOKLYN","GREENE AVENUE",NULL,"SAINT JAMES PLACE",1
"11238","BROOKLYN","GREENE AVENUE",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","GREENE AVENUE                   ",NULL,"ADELPHI STREET",1
"11238","BROOKLYN","GREENE AVENUE                   ",NULL,"CLERMONT AVENUE",1
"11238","BROOKLYN","LAFAYETTE AVENUE",NULL,"CLINTON AVENUE",1
"11238","BROOKLYN","LAFAYETTE AVENUE",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","LAFAYETTE AVENUE",NULL,"WAVERLY AVENUE",1
"11238","BROOKLYN","LAFAYETTE AVENUE                ",NULL,"CLINTON AVENUE",1
"11238","BROOKLYN","LAFAYETTE AVENUE                ",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","LEFFERTS PLACE",NULL,"SAINT JAMES PLACE",1
"11238","BROOKLYN","LEFFERTS PLACE                  ",NULL,"SAINT JAMES PLACE",1
"11238","BROOKLYN","LEXINGTON AVENUE",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","LEXINGTON AVENUE",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","LINCOLN PLACE",NULL,"FRANKLIN AVENUE",1
"11238","BROOKLYN","LINCOLN PLACE",NULL,"UNDERHILL AVENUE",1
"11238","BROOKLYN","PACIFIC STREET",NULL,"FRANKLIN AVENUE",1
"11238","BROOKLYN","PACIFIC STREET",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","PACIFIC STREET                  ",NULL,"CARLTON AVENUE",1
"11238","BROOKLYN","PARK PLACE",NULL,"FLATBUSH AVENUE",1
"11238","BROOKLYN","PARK PLACE",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","PROSPECT PLACE",NULL,"CLASSON AVENUE",1
"11238","BROOKLYN","PROSPECT PLACE",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","PROSPECT PLACE",NULL,"UNDERHILL AVENUE",1
"11238","BROOKLYN","PROSPECT PLACE",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","PUTNAM AVENUE                   ",NULL,"GRAND AVENUE",1
"11238","BROOKLYN","SAINT JAMES PLACE",NULL,"ATLANTIC AVENUE",1
"11238","BROOKLYN","SAINT JAMES PLACE",NULL,"CLIFTON PLACE",1
"11238","BROOKLYN","SAINT JAMES PLACE",NULL,"FULTON STREET",1
"11238","BROOKLYN","SAINT JAMES PLACE",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","SAINT JOHNS PLACE",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","SAINT MARKS AVENUE",NULL,"FRANKLIN AVENUE",1
"11238","BROOKLYN","SAINT MARKS AVENUE",NULL,"VANDERBILT AVENUE",1
"11238","BROOKLYN","SAINT MARKS AVENUE",NULL,"WASHINGTON AVENUE",1
"11238","BROOKLYN","VANDERBILT AVENUE",NULL,"DEAN STREET",1
"11238","BROOKLYN","VANDERBILT AVENUE",NULL,"GATES AVENUE",1
"11238","BROOKLYN","VANDERBILT AVENUE",NULL,"PLAZA STREET EAST",1
"11238","BROOKLYN","VANDERBILT AVENUE",NULL,"PROSPECT PLACE",1
"11238","BROOKLYN","VANDERBILT AVENUE",NULL,"STERLING PLACE",1
"11238","BROOKLYN","VANDERBILT AVENUE               ",NULL,"FULTON STREET",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"BERGEN STREET",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"DEAN STREET",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"EASTERN PARKWAY",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"GREENE AVENUE",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"LAFAYETTE AVENUE",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"PACIFIC STREET",1
"11238","BROOKLYN","WASHINGTON AVENUE",NULL,"STERLING PLACE",1
"11239","BROOKLYN","ERSKINE STREET                  ",NULL,"GATEWAY DRIVE",1
"11239","BROOKLYN","ESSEX STREET                    ",NULL,"EGAN STREET",1
"11239","BROOKLYN","FLATLANDS AVENUE",NULL,"LINWOOD STREET",1
"11239","BROOKLYN","GATEWAY DRIVE",NULL,"VANDALIA AVENUE",1
"11239","BROOKLYN","GATEWAY DRIVE                   ",NULL,"ERSKINE STREET",1
"11239","BROOKLYN","LOUISIANA AVENUE                ",NULL,"TWIN PINES DRIVE",1
"11239","BROOKLYN","PENNSYLVANIA AVENUE             ",NULL,"TWIN PINES DRIVE",1
"11239","BROOKLYN","PENNSYLVANIA AVENUE             ",NULL,"VANDALIA AVENUE",1
